2021-01-23 09:53:30.965061,A
2021-01-23 09:53:30.965274,A0
2021-01-23 09:53:30.965420,A04
2021-01-23 09:53:30.965555,A040
2021-01-23 09:53:30.965690,A0406
2021-01-23 09:53:30.965821,A04063
2021-01-23 09:53:30.965953,A040636
2021-01-23 09:53:30.966083,A0406361
2021-01-23 09:53:30.966214,A04063615
2021-01-23 09:53:30.966344,A04063615C
